;fl_date;mkt_carrier_fl_num;origin_city_name;dest_city_name;distance;dep_delay;arr_delay;carrier_delay;weather_delay;nas_delay;security_delay;late_aircraft_delay
254;2019-11-14;3355;Del Rio, TX;Dallas/Fort Worth, TX;335.0;-7.0;-10.0;;;;;
255;2019-11-14;3356;Moline, IL;Chicago, IL;139.0;-10.0;-18.0;;;;;
256;2019-11-14;3357;Cincinnati, OH;Dallas/Fort Worth, TX;812.0;-6.0;-27.0;;;;;
257;2019-11-14;3358;Dallas/Fort Worth, TX;Grand Junction, CO;773.0;-5.0;2.0;;;;;
258;2019-11-14;3358;Grand Junction, CO;Dallas/Fort Worth, TX;773.0;-4.0;-15.0;;;;;
259;2019-11-14;3359;Savannah, GA;Miami, FL;440.0;-1.0;-8.0;;;;;
260;2019-11-14;3360;Chicago, IL;Springfield, MO;438.0;33.0;14.0;;;;;
261;2019-11-14;3361;Charlotte, NC;Greensboro/High Point, NC;83.0;10.0;6.0;;;;;
262;2019-11-14;3362;Cedar Rapids/Iowa City, IA;Chicago, IL;196.0;126.0;124.0;124.0;0.0;0.0;0.0;0.0
263;2019-11-14;3362;Chicago, IL;Cedar Rapids/Iowa City, IA;196.0;-8.0;-26.0;;;;;
264;2019-11-14;3363;Boise, ID;Dallas/Fort Worth, TX;1272.0;4.0;9.0;;;;;
265;2019-11-14;3363;Dallas/Fort Worth, TX;Boise, ID;1272.0;1.0;1.0;;;;;
266;2019-11-14;3365;Chicago, IL;Providence, RI;849.0;-3.0;-9.0;;;;;
267;2019-11-14;3366;Corpus Christi, TX;Dallas/Fort Worth, TX;354.0;-2.0;-7.0;;;;;
268;2019-11-14;3367;Miami, FL;Norfolk, VA;802.0;-10.0;-16.0;;;;;
269;2019-11-14;3367;Norfolk, VA;Miami, FL;802.0;-7.0;9.0;;;;;
270;2019-11-14;3369;Kalamazoo, MI;Chicago, IL;122.0;2.0;22.0;0.0;0.0;20.0;0.0;2.0
271;2019-11-14;3369;Chicago, IL;Kalamazoo, MI;122.0;-4.0;6.0;;;;;
272;2019-11-14;3370;Dallas/Fort Worth, TX;Buffalo, NY;1212.0;3.0;7.0;;;;;
273;2019-11-14;3372;Columbus, OH;Chicago, IL;296.0;-5.0;1.0;;;;;
274;2019-11-14;3373;Dallas/Fort Worth, TX;Tyler, TX;102.0;-6.0;0.0;;;;;
275;2019-11-14;3373;Tyler, TX;Dallas/Fort Worth, TX;102.0;-4.0;10.0;;;;;
276;2019-11-14;3375;Miami, FL;Savannah, GA;440.0;39.0;42.0;39.0;0.0;3.0;0.0;0.0
277;2019-11-14;3375;Savannah, GA;Miami, FL;440.0;26.0;28.0;0.0;0.0;2.0;0.0;26.0
278;2019-11-14;3376;Boise, ID;Dallas/Fort Worth, TX;1272.0;-8.0;-12.0;;;;;
279;2019-11-14;3376;Dallas/Fort Worth, TX;Boise, ID;1272.0;-5.0;-23.0;;;;;
280;2019-11-14;3377;Little Rock, AR;Dallas/Fort Worth, TX;304.0;-4.0;-7.0;;;;;
281;2019-11-14;3378;Baton Rouge, LA;Dallas/Fort Worth, TX;383.0;22.0;19.0;0.0;0.0;0.0;0.0;19.0
282;2019-11-14;3378;Dallas/Fort Worth, TX;Baton Rouge, LA;383.0;22.0;22.0;0.0;0.0;0.0;0.0;22.0
283;2019-11-14;3380;Birmingham, AL;Miami, FL;661.0;-2.0;-14.0;;;;;
284;2019-11-14;3382;Miami, FL;Norfolk, VA;802.0;-11.0;-22.0;;;;;
285;2019-11-14;3383;Dallas/Fort Worth, TX;Little Rock, AR;304.0;-4.0;-4.0;;;;;
286;2019-11-14;3384;Dallas/Fort Worth, TX;Fayetteville, AR;280.0;8.0;23.0;8.0;0.0;15.0;0.0;0.0
287;2019-11-14;3387;Mosinee, WI;Chicago, IL;213.0;-9.0;-26.0;;;;;
288;2019-11-14;3387;Chicago, IL;Mosinee, WI;213.0;-8.0;-20.0;;;;;
289;2019-11-14;3388;Little Rock, AR;Chicago, IL;552.0;36.0;33.0;27.0;0.0;0.0;0.0;6.0
290;2019-11-14;3388;Chicago, IL;Little Rock, AR;552.0;-1.0;6.0;;;;;
291;2019-11-14;3389;Cincinnati, OH;Chicago, IL;264.0;-6.0;-16.0;;;;;
292;2019-11-14;3389;Chicago, IL;Cincinnati, OH;264.0;-4.0;-8.0;;;;;
293;2019-11-14;3391;Cleveland, OH;New York, NY;425.0;1.0;0.0;;;;;
294;2019-11-14;3392;Chicago, IL;Norfolk, VA;717.0;-1.0;1.0;;;;;
295;2019-11-14;3393;Miami, FL;Birmingham, AL;661.0;-8.0;-11.0;;;;;
296;2019-11-14;3394;Dallas/Fort Worth, TX;Montgomery, AL;622.0;-2.0;2.0;;;;;
297;2019-11-14;3394;Montgomery, AL;Dallas/Fort Worth, TX;622.0;2.0;-6.0;;;;;
298;2019-11-14;3395;Rochester, MN;Chicago, IL;268.0;1.0;-11.0;;;;;
299;2019-11-14;3396;Cincinnati, OH;Chicago, IL;264.0;-6.0;-13.0;;;;;
300;2019-11-14;3399;Columbus, OH;Chicago, IL;296.0;13.0;-2.0;;;;;
301;2019-11-14;3399;Chicago, IL;Columbus, OH;296.0;10.0;9.0;;;;;
302;2019-11-14;3403;Cleveland, OH;Chicago, IL;315.0;-3.0;4.0;;;;;
303;2019-11-14;3404;Miami, FL;Savannah, GA;440.0;-2.0;6.0;;;;;
304;2019-11-14;3405;Dallas/Fort Worth, TX;Tyler, TX;102.0;24.0;17.0;17.0;0.0;0.0;0.0;0.0
305;2019-11-14;3405;Tyler, TX;Dallas/Fort Worth, TX;102.0;16.0;12.0;;;;;
306;2019-11-14;3406;Mosinee, WI;Chicago, IL;213.0;11.0;13.0;;;;;
307;2019-11-14;3406;Chicago, IL;Mosinee, WI;213.0;-7.0;8.0;;;;;
308;2019-11-14;3407;Greer, SC;Miami, FL;637.0;-9.0;-20.0;;;;;
309;2019-11-14;3407;Miami, FL;Greer, SC;637.0;0.0;-22.0;;;;;
310;2019-11-14;3409;Lansing, MI;Chicago, IL;179.0;32.0;41.0;11.0;0.0;9.0;0.0;21.0
311;2019-11-14;3409;Chicago, IL;Lansing, MI;179.0;3.0;21.0;0.0;2.0;18.0;0.0;1.0
312;2019-11-14;3410;Providence, RI;Chicago, IL;849.0;-8.0;-24.0;;;;;
313;2019-11-14;3411;Miami, FL;Greer, SC;637.0;-3.0;-18.0;;;;;
314;2019-11-14;3413;Dallas/Fort Worth, TX;Little Rock, AR;304.0;-3.0;-3.0;;;;;
315;2019-11-14;3413;Little Rock, AR;Dallas/Fort Worth, TX;304.0;11.0;3.0;;;;;
316;2019-11-14;3414;Detroit, MI;Chicago, IL;235.0;-12.0;-34.0;;;;;
317;2019-11-14;3414;Chicago, IL;Detroit, MI;235.0;10.0;6.0;;;;;
318;2019-11-14;3415;Columbia, MO;Chicago, IL;315.0;21.0;25.0;21.0;0.0;4.0;0.0;0.0
319;2019-11-14;3415;Chicago, IL;Columbia, MO;315.0;-8.0;3.0;;;;;
320;2019-11-14;3418;Fargo, ND;Dallas/Fort Worth, TX;968.0;-4.0;-25.0;;;;;
321;2019-11-14;3419;Little Rock, AR;Dallas/Fort Worth, TX;304.0;-4.0;-3.0;;;;;
322;2019-11-14;3422;Miami, FL;Knoxville, TN;724.0;-5.0;-13.0;;;;;
323;2019-11-14;3422;Knoxville, TN;Miami, FL;724.0;-4.0;-2.0;;;;;
324;2019-11-14;3423;Flint, MI;Chicago, IL;223.0;53.0;45.0;0.0;0.0;0.0;0.0;45.0
325;2019-11-14;3423;Chicago, IL;Flint, MI;223.0;34.0;61.0;2.0;0.0;27.0;0.0;32.0
326;2019-11-14;3424;Cleveland, OH;Chicago, IL;315.0;-8.0;-18.0;;;;;
327;2019-11-14;3424;Chicago, IL;Cleveland, OH;315.0;-6.0;-12.0;;;;;
328;2019-11-14;3425;Dallas/Fort Worth, TX;Mobile, AL;539.0;-8.0;-6.0;;;;;
329;2019-11-14;3425;Mobile, AL;Dallas/Fort Worth, TX;539.0;-9.0;-24.0;;;;;
330;2019-11-14;3426;Louisville, KY;Chicago, IL;286.0;-7.0;-30.0;;;;;
331;2019-11-14;3427;Miami, FL;Pensacola, FL;530.0;0.0;-3.0;;;;;
332;2019-11-14;3427;Pensacola, FL;Miami, FL;530.0;-9.0;-10.0;;;;;
333;2019-11-14;3431;New York, NY;Columbus, OH;479.0;40.0;36.0;17.0;0.0;0.0;0.0;19.0
334;2019-11-14;3437;Waco, TX;Dallas/Fort Worth, TX;89.0;-11.0;-10.0;;;;;
335;2019-11-14;3437;Dallas/Fort Worth, TX;Waco, TX;89.0;0.0;3.0;;;;;
336;2019-11-14;3438;Richmond, VA;Chicago, IL;642.0;-5.0;-1.0;;;;;
337;2019-11-14;3441;Cincinnati, OH;New York, NY;589.0;240.0;241.0;240.0;0.0;1.0;0.0;0.0
338;2019-11-14;3442;Champaign/Urbana, IL;Chicago, IL;135.0;-13.0;-11.0;;;;;
339;2019-11-14;3443;Manhattan/Ft. Riley, KS;Chicago, IL;501.0;-8.0;-21.0;;;;;
340;2019-11-14;3446;Greer, SC;Miami, FL;637.0;22.0;12.0;;;;;
341;2019-11-14;3448;Detroit, MI;Chicago, IL;235.0;-4.0;13.0;;;;;
342;2019-11-14;3449;Dallas/Fort Worth, TX;Champaign/Urbana, IL;692.0;9.0;24.0;9.0;0.0;15.0;0.0;0.0
343;2019-11-14;3450;Chicago, IL;Cincinnati, OH;264.0;-4.0;3.0;;;;;
344;2019-11-14;3452;Kalamazoo, MI;Chicago, IL;122.0;50.0;41.0;25.0;0.0;0.0;0.0;16.0
345;2019-11-14;3452;Chicago, IL;Kalamazoo, MI;122.0;-2.0;20.0;0.0;0.0;20.0;0.0;0.0
346;2019-11-14;3453;Grand Rapids, MI;Chicago, IL;137.0;15.0;11.0;;;;;
347;2019-11-14;3453;Chicago, IL;Grand Rapids, MI;137.0;3.0;5.0;;;;;
348;2019-11-14;3454;Detroit, MI;Chicago, IL;235.0;48.0;41.0;3.0;0.0;0.0;0.0;38.0
349;2019-11-14;3454;Chicago, IL;Detroit, MI;235.0;33.0;48.0;0.0;33.0;15.0;0.0;0.0
350;2019-11-14;3455;Des Moines, IA;Chicago, IL;299.0;-2.0;7.0;;;;;
351;2019-11-14;3455;Chicago, IL;Des Moines, IA;299.0;33.0;32.0;32.0;0.0;0.0;0.0;0.0
352;2019-11-14;3456;Corpus Christi, TX;Dallas/Fort Worth, TX;354.0;-5.0;-16.0;;;;;
353;2019-11-14;3456;Dallas/Fort Worth, TX;Corpus Christi, TX;354.0;-3.0;-5.0;;;;;
354;2019-11-14;3457;Dallas/Fort Worth, TX;Cincinnati, OH;812.0;-4.0;-7.0;;;;;
355;2019-11-14;3458;Dallas/Fort Worth, TX;Little Rock, AR;304.0;-2.0;-13.0;;;;;
356;2019-11-14;3458;Little Rock, AR;Dallas/Fort Worth, TX;304.0;-5.0;-10.0;;;;;
357;2019-11-14;3462;Scranton/Wilkes-Barre, PA;Chicago, IL;632.0;461.0;451.0;32.0;0.0;0.0;0.0;419.0
358;2019-11-14;3462;Chicago, IL;Scranton/Wilkes-Barre, PA;632.0;-3.0;42.0;0.0;0.0;42.0;0.0;0.0
359;2019-11-14;3463;Abilene, TX;Dallas/Fort Worth, TX;158.0;-10.0;-6.0;;;;;
360;2019-11-14;3463;Dallas/Fort Worth, TX;Abilene, TX;158.0;-5.0;-12.0;;;;;
361;2019-11-14;3464;Chicago, IL;Detroit, MI;235.0;2.0;-4.0;;;;;
362;2019-11-14;3465;Dallas/Fort Worth, TX;Killeen, TX;134.0;10.0;17.0;10.0;0.0;7.0;0.0;0.0
363;2019-11-14;3465;Killeen, TX;Dallas/Fort Worth, TX;134.0;8.0;15.0;0.0;0.0;7.0;0.0;8.0
364;2019-11-14;3467;Chicago, IL;Cincinnati, OH;264.0;-2.0;8.0;;;;;
365;2019-11-14;3471;Chicago, IL;Rochester, MN;268.0;-4.0;-1.0;;;;;
366;2019-11-14;3472;Charlotte, NC;Greensboro/High Point, NC;83.0;-5.0;-12.0;;;;;
367;2019-11-14;3472;Greensboro/High Point, NC;Charlotte, NC;83.0;0.0;-7.0;;;;;
368;2019-11-14;3473;New York, NY;Memphis, TN;963.0;121.0;118.0;0.0;0.0;0.0;0.0;118.0
369;2019-11-14;3474;Champaign/Urbana, IL;Chicago, IL;135.0;-2.0;-8.0;;;;;
370;2019-11-14;3474;Chicago, IL;Champaign/Urbana, IL;135.0;16.0;-1.0;;;;;
371;2019-11-14;3476;Columbus, OH;Chicago, IL;296.0;0.0;-24.0;;;;;
372;2019-11-14;3479;Madison, WI;Chicago, IL;109.0;-8.0;-13.0;;;;;
373;2019-11-14;3480;Dallas/Fort Worth, TX;Lexington, KY;785.0;-3.0;8.0;;;;;
374;2019-11-14;3481;Miami, FL;Tallahassee, FL;402.0;-6.0;-13.0;;;;;
375;2019-11-14;3482;Dallas/Fort Worth, TX;San Angelo, TX;229.0;-1.0;9.0;;;;;
376;2019-11-14;3483;Indianapolis, IN;Miami, FL;1020.0;-11.0;-16.0;;;;;
377;2019-11-14;3483;Miami, FL;Indianapolis, IN;1020.0;-8.0;-25.0;;;;;
378;2019-11-14;3484;Charlotte, NC;Flint, MI;555.0;-2.0;-16.0;;;;;
379;2019-11-14;3484;Flint, MI;Charlotte, NC;555.0;-10.0;-31.0;;;;;
380;2019-11-14;3485;Chicago, IL;Columbus, OH;296.0;-3.0;17.0;0.0;0.0;17.0;0.0;0.0
381;2019-11-14;3486;San Angelo, TX;Dallas/Fort Worth, TX;229.0;-4.0;-17.0;;;;;
382;2019-11-14;3487;Lake Charles, LA;Dallas/Fort Worth, TX;295.0;-10.0;-19.0;;;;;
383;2019-11-14;3488;Charlotte, NC;Flint, MI;555.0;-7.0;-17.0;;;;;
384;2019-11-14;3489;Chicago, IL;Harrisburg, PA;594.0;-4.0;3.0;;;;;
385;2019-11-14;3490;Dallas/Fort Worth, TX;Madison, WI;821.0;-2.0;3.0;;;;;
386;2019-11-14;3491;New York, NY;Pittsburgh, PA;335.0;-2.0;-19.0;;;;;
387;2019-11-14;3492;Moline, IL;Chicago, IL;139.0;-5.0;2.0;;;;;
388;2019-11-14;3492;Chicago, IL;Moline, IL;139.0;-6.0;-10.0;;;;;
389;2019-11-14;3493;Charlottesville, VA;New York, NY;305.0;93.0;72.0;5.0;0.0;0.0;0.0;67.0
390;2019-11-14;3494;Washington, DC;Fayetteville, AR;963.0;0.0;-2.0;;;;;
391;2019-11-14;3495;Flint, MI;Charlotte, NC;555.0;-4.0;11.0;;;;;
392;2019-11-14;3496;Beaumont/Port Arthur, TX;Dallas/Fort Worth, TX;270.0;4.0;5.0;;;;;
393;2019-11-14;3496;Dallas/Fort Worth, TX;Beaumont/Port Arthur, TX;270.0;-3.0;13.0;;;;;
394;2019-11-14;3497;Tallahassee, FL;Miami, FL;402.0;-10.0;-20.0;;;;;
395;2019-11-14;3499;Columbus, OH;New York, NY;479.0;150.0;130.0;130.0;0.0;0.0;0.0;0.0
396;2019-11-14;3301;Fayetteville, AR;Atlanta, GA;589.0;-5.0;-17.0;;;;;
397;2019-11-14;3302;New York, NY;Cincinnati, OH;585.0;-4.0;-9.0;;;;;
398;2019-11-14;3303;Norfolk, VA;Boston, MA;468.0;-8.0;-14.0;;;;;
399;2019-11-14;3304;Raleigh/Durham, NC;New York, NY;431.0;-5.0;-19.0;;;;;
400;2019-11-14;3305;Augusta, GA;Atlanta, GA;143.0;136.0;150.0;0.0;0.0;44.0;0.0;106.0
401;2019-11-14;3306;Atlanta, GA;Gainesville, FL;300.0;-14.0;-27.0;;;;;
402;2019-11-14;3307;Greer, SC;New York, NY;610.0;-3.0;-7.0;;;;;
403;2019-11-14;3307;New York, NY;Greer, SC;610.0;-5.0;-9.0;;;;;
404;2019-11-14;3308;New York, NY;Louisville, KY;659.0;-4.0;-13.0;;;;;
405;2019-11-14;3308;Louisville, KY;New York, NY;659.0;-5.0;-24.0;;;;;
406;2019-11-14;3309;Atlanta, GA;Shreveport, LA;551.0;7.0;5.0;;;;;
407;2019-11-14;3310;Minneapolis, MN;Des Moines, IA;232.0;-1.0;-11.0;;;;;
408;2019-11-14;3311;Portland, ME;Detroit, MI;668.0;-15.0;-18.0;;;;;
409;2019-11-14;3312;Atlanta, GA;Jacksonville/Camp Lejeune, NC;399.0;-6.0;-24.0;;;;;
410;2019-11-14;3313;Indianapolis, IN;New York, NY;665.0;-1.0;-14.0;;;;;
411;2019-11-14;3313;New York, NY;Indianapolis, IN;665.0;3.0;-4.0;;;;;
412;2019-11-14;3314;New York, NY;Rochester, NY;254.0;-10.0;-17.0;;;;;
413;2019-11-14;3314;Rochester, NY;New York, NY;254.0;-5.0;-16.0;;;;;
414;2019-11-14;3315;Greensboro/High Point, NC;New York, NY;461.0;10.0;10.0;;;;;
415;2019-11-14;3316;New York, NY;Rochester, NY;264.0;-12.0;-22.0;;;;;
416;2019-11-14;3317;Cincinnati, OH;New York, NY;589.0;-3.0;-11.0;;;;;
417;2019-11-14;3318;Minneapolis, MN;Green Bay, WI;252.0;-5.0;-29.0;;;;;
418;2019-11-14;3319;Atlanta, GA;Fayetteville, AR;589.0;-4.0;-14.0;;;;;
419;2019-11-14;3319;Fayetteville, AR;Atlanta, GA;589.0;-10.0;-13.0;;;;;
420;2019-11-14;3320;Houston, TX;Minneapolis, MN;1034.0;1.0;-11.0;;;;;
421;2019-11-14;3321;Minneapolis, MN;Green Bay, WI;252.0;-6.0;-29.0;;;;;
422;2019-11-14;3322;Tampa, FL;Raleigh/Durham, NC;587.0;-5.0;-18.0;;;;;
423;2019-11-14;3323;Atlanta, GA;Lafayette, LA;503.0;-4.0;-14.0;;;;;
424;2019-11-14;3323;Lafayette, LA;Atlanta, GA;503.0;-7.0;-19.0;;;;;
425;2019-11-14;3325;New York, NY;Kansas City, MO;1107.0;0.0;-10.0;;;;;
426;2019-11-14;3326;Detroit, MI;Appleton, WI;296.0;-5.0;-10.0;;;;;
427;2019-11-14;3327;Baltimore, MD;New York, NY;184.0;-11.0;-20.0;;;;;
428;2019-11-14;3328;Grand Rapids, MI;Minneapolis, MN;408.0;-4.0;6.0;;;;;
429;2019-11-14;3328;Minneapolis, MN;Grand Rapids, MI;408.0;-1.0;-10.0;;;;;
430;2019-11-14;3329;Minneapolis, MN;Pittsburgh, PA;726.0;-1.0;-15.0;;;;;
431;2019-11-14;3329;Pittsburgh, PA;Minneapolis, MN;726.0;-10.0;-29.0;;;;;
432;2019-11-14;3330;Atlanta, GA;Tallahassee, FL;223.0;-14.0;-11.0;;;;;
433;2019-11-14;3331;Chicago, IL;New York, NY;740.0;-5.0;-12.0;;;;;
434;2019-11-14;3332;New York, NY;Pittsburgh, PA;340.0;-12.0;-27.0;;;;;
435;2019-11-14;3333;New York, NY;Savannah, GA;722.0;-4.0;-20.0;;;;;
436;2019-11-14;3333;Savannah, GA;New York, NY;722.0;-3.0;-20.0;;;;;
437;2019-11-14;3335;Atlanta, GA;Rochester, MN;831.0;6.0;-4.0;;;;;
438;2019-11-14;3335;Rochester, MN;Atlanta, GA;831.0;0.0;-6.0;;;;;
439;2019-11-14;3336;New York, NY;Bangor, ME;378.0;-9.0;-27.0;;;;;
440;2019-11-14;3337;Atlanta, GA;Asheville, NC;164.0;0.0;-7.0;;;;;
441;2019-11-14;3337;Asheville, NC;Atlanta, GA;164.0;-3.0;-11.0;;;;;
442;2019-11-14;3338;New York, NY;Portland, ME;269.0;-9.0;-9.0;;;;;
443;2019-11-14;3338;Portland, ME;New York, NY;269.0;-9.0;-19.0;;;;;
444;2019-11-14;3339;Springfield, MO;Atlanta, GA;563.0;-4.0;-24.0;;;;;
445;2019-11-14;3340;New York, NY;Rochester, NY;254.0;-10.0;-37.0;;;;;
446;2019-11-14;3340;Rochester, NY;New York, NY;254.0;-10.0;-21.0;;;;;
447;2019-11-14;3341;Appleton, WI;Detroit, MI;296.0;-11.0;-5.0;;;;;
448;2019-11-14;3342;Atlanta, GA;Columbus, GA;83.0;1.0;1.0;;;;;
449;2019-11-14;3342;Columbus, GA;Atlanta, GA;83.0;-5.0;-16.0;;;;;
450;2019-11-14;3343;Jacksonville/Camp Lejeune, NC;Atlanta, GA;399.0;1.0;13.0;;;;;
451;2019-11-14;3344;Des Moines, IA;Minneapolis, MN;232.0;0.0;-9.0;;;;;
452;2019-11-14;3344;Minneapolis, MN;Des Moines, IA;232.0;-4.0;-5.0;;;;;
453;2019-11-14;3345;Cincinnati, OH;New York, NY;585.0;-3.0;-19.0;;;;;
454;2019-11-14;3345;New York, NY;Cincinnati, OH;585.0;-5.0;-19.0;;;;;
455;2019-11-14;3346;Austin, TX;Raleigh/Durham, NC;1162.0;-9.0;-23.0;;;;;
456;2019-11-14;3347;Tallahassee, FL;Atlanta, GA;223.0;-7.0;-14.0;;;;;
457;2019-11-14;3348;Des Moines, IA;Minneapolis, MN;232.0;-7.0;-12.0;;;;;
458;2019-11-14;3349;New York, NY;Burlington, VT;258.0;-11.0;-38.0;;;;;
459;2019-11-14;3350;Boston, MA;Raleigh/Durham, NC;612.0;-9.0;-8.0;;;;;
460;2019-11-14;3351;New York, NY;Washington, DC;228.0;-7.0;-28.0;;;;;
461;2019-11-14;3352;New York, NY;Fort Myers, FL;1080.0;-10.0;-4.0;;;;;
462;2019-11-14;3352;Fort Myers, FL;New York, NY;1080.0;0.0;-17.0;;;;;
463;2019-11-14;3353;Baltimore, MD;New York, NY;184.0;-5.0;-8.0;;;;;
464;2019-11-14;3354;Detroit, MI;Greer, SC;508.0;-3.0;-16.0;;;;;
465;2019-11-14;3354;Greer, SC;Detroit, MI;508.0;-5.0;-18.0;;;;;
466;2019-11-14;3355;Greensboro/High Point, NC;New York, NY;461.0;-6.0;6.0;;;;;
467;2019-11-14;3356;Detroit, MI;Knoxville, TN;443.0;-1.0;-8.0;;;;;
468;2019-11-14;3356;Knoxville, TN;Detroit, MI;443.0;-8.0;-3.0;;;;;
469;2019-11-14;3357;Atlanta, GA;Columbus, GA;83.0;11.0;2.0;;;;;
470;2019-11-14;3358;Greensboro/High Point, NC;New York, NY;461.0;-1.0;-16.0;;;;;
471;2019-11-14;3358;New York, NY;Greensboro/High Point, NC;461.0;20.0;3.0;;;;;
472;2019-11-14;3359;New York, NY;Memphis, TN;963.0;30.0;27.0;8.0;0.0;0.0;0.0;19.0
473;2019-11-14;3360;Detroit, MI;Knoxville, TN;443.0;-3.0;2.0;;;;;
474;2019-11-14;3360;Knoxville, TN;Detroit, MI;443.0;-5.0;-19.0;;;;;
475;2019-11-14;3361;Charlotte, NC;New York, NY;544.0;22.0;10.0;;;;;
476;2019-11-14;3362;Detroit, MI;Memphis, TN;610.0;-2.0;-9.0;;;;;
477;2019-11-14;3363;Atlanta, GA;Lexington, KY;304.0;-4.0;-13.0;;;;;
478;2019-11-14;3364;New York, NY;Syracuse, NY;209.0;-7.0;-21.0;;;;;
479;2019-11-14;3364;Syracuse, NY;New York, NY;209.0;-9.0;-23.0;;;;;
480;2019-11-14;3365;Raleigh/Durham, NC;New York, NY;427.0;9.0;-20.0;;;;;
481;2019-11-14;3366;New York, NY;Norfolk, VA;296.0;-5.0;-21.0;;;;;
482;2019-11-14;3366;Norfolk, VA;New York, NY;296.0;-15.0;-38.0;;;;;
483;2019-11-14;3367;Dallas/Fort Worth, TX;New York, NY;1391.0;-5.0;-22.0;;;;;
484;2019-11-14;3367;New York, NY;Dallas/Fort Worth, TX;1391.0;6.0;-23.0;;;;;
485;2019-11-14;3368;New York, NY;Richmond, VA;288.0;0.0;-8.0;;;;;
486;2019-11-14;3369;Atlanta, GA;Columbus, GA;83.0;-5.0;8.0;;;;;
487;2019-11-14;3369;Columbus, GA;Atlanta, GA;83.0;7.0;-8.0;;;;;
488;2019-11-14;3370;Atlanta, GA;Charleston/Dunbar, WV;363.0;-2.0;-9.0;;;;;
489;2019-11-14;3370;Charleston/Dunbar, WV;Atlanta, GA;363.0;-9.0;5.0;;;;;
490;2019-11-14;3371;Portland, ME;New York, NY;269.0;23.0;16.0;16.0;0.0;0.0;0.0;0.0
491;2019-11-14;3372;Detroit, MI;Knoxville, TN;443.0;-5.0;-21.0;;;;;
492;2019-11-14;3373;New York, NY;Kansas City, MO;1107.0;2.0;-12.0;;;;;
493;2019-11-14;3373;Kansas City, MO;New York, NY;1107.0;-11.0;-22.0;;;;;
494;2019-11-14;3374;Boston, MA;Buffalo, NY;395.0;-9.0;-22.0;;;;;
495;2019-11-14;3375;Minneapolis, MN;Cincinnati, OH;596.0;-5.0;-15.0;;;;;
496;2019-11-14;3376;Greer, SC;New York, NY;610.0;-5.0;-18.0;;;;;
497;2019-11-14;3376;New York, NY;Greer, SC;610.0;7.0;-5.0;;;;;
498;2019-11-14;3377;Atlanta, GA;Shreveport, LA;551.0;-3.0;13.0;;;;;
499;2019-11-14;3377;Shreveport, LA;Atlanta, GA;551.0;10.0;12.0;;;;;
500;2019-11-14;3378;Minneapolis, MN;Pittsburgh, PA;726.0;-5.0;-25.0;;;;;
501;2019-11-14;3378;Pittsburgh, PA;Minneapolis, MN;726.0;-12.0;-28.0;;;;;
502;2019-11-14;3379;Atlanta, GA;Springfield, MO;563.0;27.0;;;;;;
503;2019-11-14;3379;Springfield, MO;Atlanta, GA;563.0;205.0;195.0;2.0;0.0;0.0;0.0;193.0
