;fl_date;mkt_carrier_fl_num;origin_city_name;dest_city_name;distance;dep_delay;arr_delay;carrier_delay;weather_delay;nas_delay;security_delay;late_aircraft_delay
504;2019-11-14;3380;New York, NY;Kansas City, MO;1107.0;-12.0;-26.0;;;;;
505;2019-11-14;3380;Kansas City, MO;New York, NY;1107.0;-11.0;-29.0;;;;;
506;2019-11-14;3381;Charlotte, NC;New York, NY;544.0;-8.0;-23.0;;;;;
507;2019-11-14;3382;New York, NY;Raleigh/Durham, NC;431.0;5.0;-20.0;;;;;
508;2019-11-14;3383;Bangor, ME;New York, NY;378.0;-5.0;-16.0;;;;;
509;2019-11-14;3384;Detroit, MI;Harrisburg, PA;371.0;1.0;0.0;;;;;
510;2019-11-14;3384;Harrisburg, PA;Detroit, MI;371.0;-1.0;-4.0;;;;;
511;2019-11-14;3386;New York, NY;Memphis, TN;963.0;-9.0;-20.0;;;;;
512;2019-11-14;3386;Memphis, TN;New York, NY;963.0;-10.0;-22.0;;;;;
513;2019-11-14;3387;Chattanooga, TN;Atlanta, GA;106.0;-5.0;-9.0;;;;;
514;2019-11-14;3388;Atlanta, GA;Lexington, KY;304.0;-5.0;-16.0;;;;;
515;2019-11-14;3389;New York, NY;Norfolk, VA;290.0;-5.0;-9.0;;;;;
516;2019-11-14;3389;Norfolk, VA;New York, NY;290.0;-4.0;-8.0;;;;;
517;2019-11-14;3390;Rochester, NY;New York, NY;254.0;-5.0;9.0;;;;;
518;2019-11-14;3391;New York, NY;Charlotte, NC;544.0;-4.0;-11.0;;;;;
519;2019-11-14;3392;Detroit, MI;Knoxville, TN;443.0;125.0;108.0;108.0;0.0;0.0;0.0;0.0
520;2019-11-14;3393;Richmond, VA;New York, NY;288.0;305.0;274.0;221.0;0.0;0.0;0.0;53.0
521;2019-11-14;3394;Evansville, IN;Atlanta, GA;350.0;-4.0;-14.0;;;;;
522;2019-11-14;3395;New York, NY;Kansas City, MO;1107.0;62.0;77.0;4.0;0.0;15.0;0.0;58.0
523;2019-11-14;3395;Kansas City, MO;New York, NY;1107.0;46.0;32.0;0.0;0.0;0.0;0.0;32.0
524;2019-11-14;3396;New York, NY;Portland, ME;273.0;-5.0;-23.0;;;;;
525;2019-11-14;3396;Portland, ME;New York, NY;273.0;-8.0;-21.0;;;;;
526;2019-11-14;3398;Atlanta, GA;Gainesville, FL;300.0;-5.0;-10.0;;;;;
527;2019-11-14;3398;Gainesville, FL;Atlanta, GA;300.0;-8.0;-21.0;;;;;
528;2019-11-14;3399;Atlanta, GA;Baton Rouge, LA;448.0;-5.0;-14.0;;;;;
529;2019-11-14;3399;Baton Rouge, LA;Atlanta, GA;448.0;-7.0;-18.0;;;;;
530;2019-11-14;3400;New York, NY;Savannah, GA;718.0;25.0;54.0;25.0;0.0;29.0;0.0;0.0
531;2019-11-14;3400;Savannah, GA;New York, NY;718.0;62.0;56.0;7.0;0.0;0.0;0.0;49.0
532;2019-11-14;3401;Madison, WI;Minneapolis, MN;228.0;4.0;-2.0;;;;;
533;2019-11-14;3401;Minneapolis, MN;Madison, WI;228.0;47.0;23.0;23.0;0.0;0.0;0.0;0.0
534;2019-11-14;3402;Atlanta, GA;Jacksonville/Camp Lejeune, NC;399.0;-5.0;0.0;;;;;
535;2019-11-14;3402;Jacksonville/Camp Lejeune, NC;Atlanta, GA;399.0;-3.0;-3.0;;;;;
536;2019-11-14;3404;Cincinnati, OH;New York, NY;585.0;-5.0;-9.0;;;;;
537;2019-11-14;3405;New York, NY;Madison, WI;812.0;-12.0;-34.0;;;;;
538;2019-11-14;3406;Birmingham, AL;New York, NY;866.0;-5.0;-25.0;;;;;
539;2019-11-14;3406;New York, NY;Birmingham, AL;866.0;-2.0;-4.0;;;;;
540;2019-11-14;3408;Atlanta, GA;Moline, IL;633.0;-5.0;-28.0;;;;;
541;2019-11-14;3408;Moline, IL;Atlanta, GA;633.0;-5.0;-25.0;;;;;
542;2019-11-14;3409;Atlanta, GA;Tulsa, OK;674.0;-10.0;-10.0;;;;;
543;2019-11-14;3409;Tulsa, OK;Atlanta, GA;674.0;-11.0;-16.0;;;;;
544;2019-11-14;3410;Norfolk, VA;New York, NY;296.0;-6.0;-14.0;;;;;
545;2019-11-14;3411;Cincinnati, OH;Minneapolis, MN;596.0;0.0;-17.0;;;;;
546;2019-11-14;3412;Cincinnati, OH;New York, NY;585.0;-9.0;-18.0;;;;;
547;2019-11-14;3413;New York, NY;Knoxville, TN;648.0;-6.0;-15.0;;;;;
548;2019-11-14;3414;New York, NY;Madison, WI;812.0;11.0;-12.0;;;;;
549;2019-11-14;3414;Madison, WI;New York, NY;812.0;-13.0;-19.0;;;;;
550;2019-11-14;3415;Detroit, MI;Evansville, IN;363.0;17.0;22.0;0.0;0.0;5.0;0.0;17.0
551;2019-11-14;3416;Cedar Rapids/Iowa City, IA;Atlanta, GA;694.0;-3.0;-9.0;;;;;
552;2019-11-14;3417;Knoxville, TN;Detroit, MI;443.0;-6.0;-3.0;;;;;
553;2019-11-14;3418;Portland, ME;New York, NY;273.0;-1.0;18.0;0.0;0.0;18.0;0.0;0.0
554;2019-11-14;3419;Atlanta, GA;Augusta, GA;143.0;-6.0;-7.0;;;;;
555;2019-11-14;3421;Kansas City, MO;New York, NY;1107.0;0.0;-26.0;;;;;
556;2019-11-14;3422;New York, NY;Portland, ME;273.0;7.0;-3.0;;;;;
557;2019-11-14;3423;Philadelphia, PA;Raleigh/Durham, NC;337.0;-8.0;2.0;;;;;
558;2019-11-14;3424;Atlanta, GA;Shreveport, LA;551.0;-4.0;-18.0;;;;;
559;2019-11-14;3424;Shreveport, LA;Atlanta, GA;551.0;-14.0;-9.0;;;;;
560;2019-11-14;3425;Cincinnati, OH;Houston, TX;871.0;10.0;-8.0;;;;;
561;2019-11-14;3426;Atlanta, GA;Roanoke, VA;357.0;3.0;-12.0;;;;;
562;2019-11-14;3427;Cincinnati, OH;Philadelphia, PA;507.0;-9.0;-18.0;;;;;
563;2019-11-14;3428;New York, NY;Milwaukee, WI;738.0;0.0;-26.0;;;;;
564;2019-11-14;3428;Milwaukee, WI;New York, NY;738.0;-1.0;-19.0;;;;;
565;2019-11-14;3429;Atlanta, GA;Asheville, NC;164.0;32.0;27.0;27.0;0.0;0.0;0.0;0.0
566;2019-11-14;3429;Asheville, NC;Atlanta, GA;164.0;19.0;17.0;0.0;0.0;0.0;0.0;17.0
567;2019-11-14;313;San Diego, CA;Dallas/Fort Worth, TX;1171.0;-1.0;-8.0;;;;;
568;2019-11-14;314;Los Angeles, CA;Miami, FL;2342.0;58.0;48.0;48.0;0.0;0.0;0.0;0.0
569;2019-11-14;315;Dallas/Fort Worth, TX;Detroit, MI;986.0;6.0;2.0;;;;;
570;2019-11-14;315;Detroit, MI;Dallas/Fort Worth, TX;986.0;13.0;-27.0;;;;;
571;2019-11-14;316;Charlotte, NC;Phoenix, AZ;1773.0;25.0;12.0;;;;;
572;2019-11-14;317;Washington, DC;Chicago, IL;612.0;-8.0;-19.0;;;;;
573;2019-11-14;319;Las Vegas, NV;Dallas/Fort Worth, TX;1055.0;-5.0;-21.0;;;;;
574;2019-11-14;320;Dallas/Fort Worth, TX;Norfolk, VA;1212.0;0.0;0.0;;;;;
575;2019-11-14;320;Norfolk, VA;Dallas/Fort Worth, TX;1212.0;4.0;9.0;;;;;
576;2019-11-14;321;New York, NY;Dallas/Fort Worth, TX;1391.0;6.0;13.0;;;;;
577;2019-11-14;322;Miami, FL;Newark, NJ;1085.0;0.0;-16.0;;;;;
578;2019-11-14;323;Washington, DC;Dallas/Fort Worth, TX;1192.0;35.0;23.0;12.0;0.0;0.0;0.0;11.0
579;2019-11-14;323;Dallas/Fort Worth, TX;Washington, DC;1192.0;46.0;53.0;46.0;0.0;7.0;0.0;0.0
580;2019-11-14;324;Washington, DC;Dallas/Fort Worth, TX;1192.0;-1.0;-20.0;;;;;
581;2019-11-14;325;Chicago, IL;New York, NY;733.0;-1.0;0.0;;;;;
582;2019-11-14;326;Miami, FL;Chicago, IL;1197.0;-6.0;-7.0;;;;;
583;2019-11-14;327;New York, NY;Charlotte, NC;541.0;3.0;-10.0;;;;;
584;2019-11-14;328;Chicago, IL;Dallas/Fort Worth, TX;801.0;-5.0;4.0;;;;;
585;2019-11-14;329;Miami, FL;New Orleans, LA;675.0;-2.0;0.0;;;;;
586;2019-11-14;330;Raleigh/Durham, NC;Dallas/Fort Worth, TX;1061.0;-3.0;8.0;;;;;
587;2019-11-14;331;New York, NY;Los Angeles, CA;2475.0;7.0;-9.0;;;;;
588;2019-11-14;332;Miami, FL;New York, NY;1096.0;;;;;;;
589;2019-11-14;333;Dallas/Fort Worth, TX;Atlanta, GA;731.0;-4.0;-15.0;;;;;
590;2019-11-14;334;Dallas/Fort Worth, TX;San Antonio, TX;247.0;3.0;8.0;;;;;
591;2019-11-14;334;San Antonio, TX;Dallas/Fort Worth, TX;247.0;11.0;4.0;;;;;
592;2019-11-14;335;Chicago, IL;Miami, FL;1197.0;0.0;-1.0;;;;;
593;2019-11-14;336;New York, NY;Chicago, IL;733.0;1.0;1.0;;;;;
594;2019-11-14;337;New York, NY;Chicago, IL;733.0;3.0;-27.0;;;;;
595;2019-11-14;337;Chicago, IL;New York, NY;733.0;0.0;-5.0;;;;;
596;2019-11-14;338;Miami, FL;Los Angeles, CA;2342.0;30.0;2.0;;;;;
597;2019-11-14;339;Dallas/Fort Worth, TX;Phoenix, AZ;868.0;-3.0;-13.0;;;;;
598;2019-11-14;340;Los Angeles, CA;Miami, FL;2342.0;-1.0;26.0;0.0;0.0;26.0;0.0;0.0
599;2019-11-14;341;New York, NY;Los Angeles, CA;2475.0;-6.0;-39.0;;;;;
600;2019-11-14;342;Charlotte, NC;Miami, FL;650.0;-6.0;-14.0;;;;;
601;2019-11-14;2450;Minneapolis, MN;Phoenix, AZ;1276.0;33.0;0.0;;;;;
602;2019-11-14;2450;Phoenix, AZ;Minneapolis, MN;1276.0;-4.0;-6.0;;;;;
603;2019-11-14;2451;Dallas/Fort Worth, TX;Wichita, KS;328.0;-2.0;-11.0;;;;;
604;2019-11-14;2452;Los Angeles, CA;Chicago, IL;1744.0;-4.0;8.0;;;;;
605;2019-11-14;2453;Dallas/Fort Worth, TX;Los Angeles, CA;1235.0;-2.0;-7.0;;;;;
606;2019-11-14;2454;Wichita, KS;Dallas/Fort Worth, TX;328.0;-7.0;-11.0;;;;;
607;2019-11-14;2455;Boston, MA;Los Angeles, CA;2611.0;13.0;-27.0;;;;;
608;2019-11-14;2456;Chicago, IL;Las Vegas, NV;1514.0;-6.0;-25.0;;;;;
609;2019-11-14;2457;Miami, FL;Chicago, IL;1197.0;-6.0;-10.0;;;;;
610;2019-11-14;2459;Dallas/Fort Worth, TX;Los Angeles, CA;1235.0;7.0;22.0;7.0;0.0;15.0;0.0;0.0
611;2019-11-14;2459;Los Angeles, CA;Dallas/Fort Worth, TX;1235.0;-3.0;-10.0;;;;;
612;2019-11-14;2460;Dallas/Fort Worth, TX;Los Angeles, CA;1235.0;41.0;59.0;15.0;0.0;18.0;0.0;26.0
613;2019-11-14;2460;Los Angeles, CA;Dallas/Fort Worth, TX;1235.0;26.0;32.0;26.0;0.0;6.0;0.0;0.0
614;2019-11-14;2461;New York, NY;Chicago, IL;733.0;-3.0;-24.0;;;;;
615;2019-11-14;2462;Jacksonville, FL;Chicago, IL;864.0;-5.0;-25.0;;;;;
616;2019-11-14;2463;Albuquerque, NM;Dallas/Fort Worth, TX;569.0;-9.0;-20.0;;;;;
617;2019-11-14;2463;Dallas/Fort Worth, TX;Albuquerque, NM;569.0;2.0;-7.0;;;;;
618;2019-11-14;2464;Chicago, IL;Las Vegas, NV;1514.0;-3.0;-28.0;;;;;
619;2019-11-14;2465;Newark, NJ;Chicago, IL;719.0;-3.0;-31.0;;;;;
620;2019-11-14;2465;Chicago, IL;Newark, NJ;719.0;-8.0;-19.0;;;;;
621;2019-11-14;2466;Kansas City, MO;Charlotte, NC;808.0;-8.0;-24.0;;;;;
622;2019-11-14;2469;Miami, FL;Dallas/Fort Worth, TX;1121.0;34.0;11.0;;;;;
623;2019-11-14;2470;Denver, CO;Chicago, IL;888.0;-2.0;-2.0;;;;;
624;2019-11-14;2470;Chicago, IL;Denver, CO;888.0;-4.0;-29.0;;;;;
625;2019-11-14;2471;Dallas/Fort Worth, TX;Ontario, CA;1188.0;5.0;-17.0;;;;;
626;2019-11-14;2472;Raleigh/Durham, NC;Dallas/Fort Worth, TX;1061.0;6.0;1.0;;;;;
627;2019-11-14;2473;Seattle, WA;Dallas/Fort Worth, TX;1660.0;-5.0;-25.0;;;;;
628;2019-11-14;2474;Dallas/Fort Worth, TX;Fort Myers, FL;1017.0;-3.0;-7.0;;;;;
629;2019-11-14;2475;Miami, FL;Houston, TX;964.0;-8.0;-12.0;;;;;
630;2019-11-14;2477;Charlotte, NC;Baltimore, MD;361.0;1.0;-12.0;;;;;
631;2019-11-14;2479;Tampa, FL;Charlotte, NC;507.0;-8.0;-26.0;;;;;
632;2019-11-14;2480;Cleveland, OH;Dallas/Fort Worth, TX;1021.0;-4.0;-33.0;;;;;
633;2019-11-14;2480;Dallas/Fort Worth, TX;Cleveland, OH;1021.0;0.0;-5.0;;;;;
634;2019-11-14;2481;Dallas/Fort Worth, TX;San Juan, PR;2165.0;-3.0;17.0;0.0;0.0;17.0;0.0;0.0
635;2019-11-14;2483;Dallas/Fort Worth, TX;Tucson, AZ;813.0;-3.0;-20.0;;;;;
636;2019-11-14;2484;Los Angeles, CA;Dallas/Fort Worth, TX;1235.0;4.0;20.0;4.0;0.0;16.0;0.0;0.0
637;2019-11-14;2485;Dallas/Fort Worth, TX;Atlanta, GA;731.0;4.0;23.0;4.0;0.0;19.0;0.0;0.0
638;2019-11-14;2486;Miami, FL;Chicago, IL;1197.0;-6.0;-11.0;;;;;
639;2019-11-14;2487;Chicago, IL;West Palm Beach/Palm Beach, FL;1143.0;-1.0;-10.0;;;;;
640;2019-11-14;2488;Charlotte, NC;Chicago, IL;599.0;-1.0;-14.0;;;;;
641;2019-11-14;2489;Dallas/Fort Worth, TX;Orlando, FL;985.0;-9.0;11.0;;;;;
642;2019-11-14;2489;Orlando, FL;Dallas/Fort Worth, TX;985.0;-9.0;-15.0;;;;;
643;2019-11-14;2490;Phoenix, AZ;Santa Ana, CA;338.0;26.0;14.0;;;;;
644;2019-11-14;1852;San Juan, PR;Charlotte, NC;1475.0;208.0;208.0;208.0;0.0;0.0;0.0;0.0
645;2019-11-14;1853;Boston, MA;Dallas/Fort Worth, TX;1562.0;12.0;13.0;;;;;
646;2019-11-14;1853;Dallas/Fort Worth, TX;Boston, MA;1562.0;20.0;20.0;20.0;0.0;0.0;0.0;0.0
647;2019-11-14;1854;Chicago, IL;Philadelphia, PA;678.0;-1.0;-4.0;;;;;
648;2019-11-14;1855;Charlotte, NC;Washington, DC;331.0;3.0;3.0;;;;;
649;2019-11-14;1856;Dallas/Fort Worth, TX;Fayetteville, AR;280.0;-4.0;-6.0;;;;;
650;2019-11-14;1856;Fayetteville, AR;Dallas/Fort Worth, TX;280.0;-6.0;-17.0;;;;;
651;2019-11-14;1857;Charlotte, NC;Charleston, SC;168.0;2.0;2.0;;;;;
652;2019-11-14;1858;Charlotte, NC;Albany, NY;646.0;10.0;4.0;;;;;
653;2019-11-14;1860;Charlotte, NC;Albany, NY;646.0;-8.0;-14.0;;;;;
654;2019-11-14;1861;Austin, TX;Phoenix, AZ;872.0;-6.0;-14.0;;;;;
655;2019-11-14;1862;Charlotte, NC;New York, NY;544.0;-4.0;-22.0;;;;;
656;2019-11-14;1862;New York, NY;Charlotte, NC;544.0;-7.0;-22.0;;;;;
657;2019-11-14;1863;Spokane, WA;Phoenix, AZ;1020.0;-11.0;-10.0;;;;;
658;2019-11-14;1864;Philadelphia, PA;Fort Lauderdale, FL;992.0;12.0;32.0;12.0;0.0;20.0;0.0;0.0
659;2019-11-14;1865;Washington, DC;Charlotte, NC;331.0;-4.0;-10.0;;;;;
660;2019-11-14;1866;Philadelphia, PA;Atlanta, GA;666.0;-10.0;17.0;0.0;0.0;17.0;0.0;0.0
661;2019-11-14;1867;Sacramento, CA;Phoenix, AZ;647.0;-2.0;-8.0;;;;;
662;2019-11-14;1868;San Francisco, CA;Phoenix, AZ;651.0;-3.0;-16.0;;;;;
663;2019-11-14;1870;Philadelphia, PA;Fort Lauderdale, FL;992.0;-8.0;1.0;;;;;
664;2019-11-14;1871;Los Angeles, CA;Charlotte, NC;2125.0;1.0;23.0;0.0;0.0;23.0;0.0;0.0
665;2019-11-14;1872;Boise, ID;Phoenix, AZ;735.0;0.0;-20.0;;;;;
666;2019-11-14;1874;Philadelphia, PA;Boston, MA;280.0;-8.0;2.0;;;;;
667;2019-11-14;1875;Philadelphia, PA;Tampa, FL;920.0;-4.0;-5.0;;;;;
668;2019-11-14;1875;Tampa, FL;Philadelphia, PA;920.0;13.0;15.0;13.0;0.0;2.0;0.0;0.0
669;2019-11-14;1877;Charlotte, NC;Fort Lauderdale, FL;632.0;-6.0;-1.0;;;;;
670;2019-11-14;1877;Fort Lauderdale, FL;Charlotte, NC;632.0;-4.0;-7.0;;;;;
671;2019-11-14;1878;Harrisburg, PA;Charlotte, NC;413.0;-9.0;-24.0;;;;;
672;2019-11-14;1879;Charlotte, NC;Orlando, FL;468.0;-5.0;-10.0;;;;;
673;2019-11-14;1880;San Francisco, CA;Phoenix, AZ;651.0;-9.0;5.0;;;;;
674;2019-11-14;1882;Charlotte, NC;Richmond, VA;257.0;3.0;2.0;;;;;
675;2019-11-14;1883;Charlotte, NC;Chicago, IL;599.0;0.0;-24.0;;;;;
676;2019-11-14;1884;San Jose, CA;Chicago, IL;1829.0;-8.0;-9.0;;;;;
677;2019-11-14;1885;Phoenix, AZ;Dallas/Fort Worth, TX;868.0;-1.0;-5.0;;;;;
678;2019-11-14;1886;Philadelphia, PA;Las Vegas, NV;2176.0;4.0;-25.0;;;;;
679;2019-11-14;1887;Phoenix, AZ;Dallas/Fort Worth, TX;868.0;-5.0;-2.0;;;;;
680;2019-11-14;1888;Philadelphia, PA;Minneapolis, MN;980.0;-7.0;-26.0;;;;;
681;2019-11-14;1891;Charlotte, NC;Newark, NJ;529.0;59.0;;;;;;
682;2019-11-14;1891;Newark, NJ;Charlotte, NC;529.0;392.0;370.0;0.0;0.0;0.0;0.0;370.0
683;2019-11-14;1892;Phoenix, AZ;Oakland, CA;646.0;-7.0;-13.0;;;;;
684;2019-11-14;1893;Charlotte, NC;New York, NY;544.0;0.0;-12.0;;;;;
685;2019-11-14;1895;Charlotte, NC;Las Vegas, NV;1916.0;2.0;-18.0;;;;;
686;2019-11-14;1895;Las Vegas, NV;Charlotte, NC;1916.0;-4.0;22.0;0.0;0.0;22.0;0.0;0.0
687;2019-11-14;1896;Orlando, FL;Charlotte, NC;468.0;-6.0;1.0;;;;;
688;2019-11-14;1897;Albuquerque, NM;Phoenix, AZ;328.0;-6.0;-7.0;;;;;
689;2019-11-14;1897;Phoenix, AZ;Albuquerque, NM;328.0;-9.0;-7.0;;;;;
690;2019-11-14;1898;Philadelphia, PA;Boston, MA;280.0;23.0;22.0;0.0;0.0;0.0;0.0;22.0
691;2019-11-14;1899;Orlando, FL;Philadelphia, PA;861.0;2.0;-5.0;;;;;
692;2019-11-14;1899;Philadelphia, PA;Orlando, FL;861.0;-4.0;-8.0;;;;;
693;2019-11-14;1902;Boston, MA;Charlotte, NC;728.0;-1.0;-1.0;;;;;
694;2019-11-14;1902;Charlotte, NC;Boston, MA;728.0;-8.0;-23.0;;;;;
695;2019-11-14;1903;Charlotte, NC;Kansas City, MO;808.0;-4.0;-24.0;;;;;
696;2019-11-14;1905;Albany, NY;Charlotte, NC;646.0;-6.0;1.0;;;;;
697;2019-11-14;1905;Charlotte, NC;Albany, NY;646.0;12.0;1.0;;;;;
698;2019-11-14;1906;Charlotte, NC;Kansas City, MO;808.0;3.0;-7.0;;;;;
699;2019-11-14;1908;Las Vegas, NV;Dallas/Fort Worth, TX;1055.0;-3.0;-8.0;;;;;
700;2019-11-14;1909;Charlotte, NC;Richmond, VA;257.0;11.0;23.0;8.0;0.0;12.0;0.0;3.0
701;2019-11-14;1909;Richmond, VA;Charlotte, NC;257.0;31.0;17.0;5.0;0.0;0.0;0.0;12.0
702;2019-11-14;1910;Dallas/Fort Worth, TX;Phoenix, AZ;868.0;0.0;-6.0;;;;;
703;2019-11-14;1911;Richmond, VA;Charlotte, NC;257.0;128.0;144.0;128.0;0.0;16.0;0.0;0.0
704;2019-11-14;1912;Charlotte, NC;Raleigh/Durham, NC;130.0;-7.0;-15.0;;;;;
705;2019-11-14;1912;Raleigh/Durham, NC;Charlotte, NC;130.0;-6.0;-9.0;;;;;
706;2019-11-14;1915;Boston, MA;Charlotte, NC;728.0;0.0;0.0;;;;;
707;2019-11-14;1915;Charlotte, NC;Boston, MA;728.0;-7.0;-27.0;;;;;
708;2019-11-14;1917;Norfolk, VA;Charlotte, NC;290.0;-5.0;18.0;0.0;0.0;18.0;0.0;0.0
709;2019-11-14;1918;Charlotte, NC;Norfolk, VA;290.0;-3.0;-6.0;;;;;
710;2019-11-14;1918;Norfolk, VA;Charlotte, NC;290.0;-9.0;-14.0;;;;;
711;2019-11-14;1919;Philadelphia, PA;Orlando, FL;861.0;2.0;5.0;;;;;
712;2019-11-14;1920;Chicago, IL;Philadelphia, PA;678.0;31.0;35.0;10.0;0.0;4.0;0.0;21.0
713;2019-11-14;1921;Miami, FL;Tampa, FL;204.0;0.0;-5.0;;;;;
714;2019-11-14;1923;Buffalo, NY;Charlotte, NC;546.0;-5.0;17.0;0.0;0.0;17.0;0.0;0.0
715;2019-11-14;1923;Charlotte, NC;Buffalo, NY;546.0;-2.0;-8.0;;;;;
716;2019-11-14;1924;Charlotte, NC;Fort Lauderdale, FL;632.0;40.0;28.0;6.0;0.0;0.0;0.0;22.0
717;2019-11-14;1924;Fort Lauderdale, FL;Charlotte, NC;632.0;30.0;27.0;11.0;0.0;0.0;0.0;16.0
718;2019-11-14;1925;Charlotte, NC;Los Angeles, CA;2125.0;-4.0;-23.0;;;;;
719;2019-11-14;1926;Charlotte, NC;Pittsburgh, PA;366.0;-4.0;-15.0;;;;;
720;2019-11-14;1926;Pittsburgh, PA;Charlotte, NC;366.0;-8.0;-22.0;;;;;
721;2019-11-14;1927;Detroit, MI;Philadelphia, PA;453.0;1.0;43.0;1.0;0.0;42.0;0.0;0.0
722;2019-11-14;1927;Philadelphia, PA;Detroit, MI;453.0;-6.0;-5.0;;;;;
723;2019-11-14;1928;Nashville, TN;Charlotte, NC;328.0;-2.0;3.0;;;;;
724;2019-11-14;1929;Portland, OR;Charlotte, NC;2282.0;-6.0;-6.0;;;;;
725;2019-11-14;1930;Charlotte, NC;New Orleans, LA;651.0;-5.0;-14.0;;;;;
726;2019-11-14;1930;New Orleans, LA;Charlotte, NC;651.0;-4.0;-14.0;;;;;
727;2019-11-14;1932;Charlotte, NC;St. Louis, MO;575.0;-6.0;-14.0;;;;;
728;2019-11-14;1932;St. Louis, MO;Charlotte, NC;575.0;-4.0;-15.0;;;;;
729;2019-11-14;1933;Phoenix, AZ;Chicago, IL;1440.0;-6.0;-4.0;;;;;
730;2019-11-14;1934;New York, NY;Philadelphia, PA;96.0;;;;;;;
731;2019-11-14;1937;Charlotte, NC;Boston, MA;728.0;-3.0;-17.0;;;;;
732;2019-11-14;1938;Charlotte, NC;Norfolk, VA;290.0;-4.0;-13.0;;;;;
733;2019-11-14;1939;Charlotte, NC;Orlando, FL;468.0;25.0;23.0;0.0;0.0;0.0;0.0;23.0
734;2019-11-14;1939;Orlando, FL;Charlotte, NC;468.0;13.0;-4.0;;;;;
735;2019-11-14;1940;Memphis, TN;Dallas/Fort Worth, TX;431.0;-6.0;21.0;0.0;0.0;21.0;0.0;0.0
736;2019-11-14;1941;Philadelphia, PA;Chicago, IL;678.0;0.0;2.0;;;;;
737;2019-11-14;1942;Charlotte, NC;New York, NY;544.0;6.0;-4.0;;;;;
738;2019-11-14;1943;Charlotte, NC;New Orleans, LA;651.0;-6.0;-13.0;;;;;
739;2019-11-14;1944;Charlotte, NC;Jacksonville, FL;328.0;-3.0;4.0;;;;;
740;2019-11-14;1944;Jacksonville, FL;Charlotte, NC;328.0;10.0;0.0;;;;;
741;2019-11-14;1945;Kahului, HI;Phoenix, AZ;2845.0;-7.0;3.0;;;;;
742;2019-11-14;1946;Charlotte, NC;Richmond, VA;257.0;-6.0;-20.0;;;;;
743;2019-11-14;1948;Pittsburgh, PA;Philadelphia, PA;268.0;15.0;26.0;0.0;0.0;11.0;0.0;15.0
744;2019-11-14;1950;Charlotte, NC;West Palm Beach/Palm Beach, FL;590.0;0.0;1.0;;;;;
745;2019-11-14;1983;Miami, FL;Phoenix, AZ;1972.0;21.0;1.0;;;;;
746;2019-11-14;1952;Charlotte, NC;Los Angeles, CA;2125.0;2.0;-18.0;;;;;
747;2019-11-14;1954;Seattle, WA;Charlotte, NC;2279.0;-3.0;7.0;;;;;
748;2019-11-14;1956;San Francisco, CA;Charlotte, NC;2296.0;0.0;2.0;;;;;
749;2019-11-14;1957;Charlotte, NC;Denver, CO;1337.0;-7.0;-30.0;;;;;
750;2019-11-14;1957;Denver, CO;Charlotte, NC;1337.0;-12.0;-15.0;;;;;
751;2019-11-14;1958;Columbus, OH;Phoenix, AZ;1670.0;-1.0;-25.0;;;;;
752;2019-11-14;1959;Des Moines, IA;Phoenix, AZ;1149.0;16.0;-2.0;;;;;
